,Latitude,Longitude,City,Country,PostalCode,Street,OperatorName
1572,47.204359,7.538102,Solothurn,CHE,4500,Dornacherplatz 13,Bgdi_Admin
1573,46.776391,7.614441,Steffisburg,CHE,3613,Bernstrasse 119,Bgdi_Admin
1574,46.776391,7.614441,Steffisburg,CHE,3613,Bernstrasse 119,Bgdi_Admin
1575,46.813778,7.215639,Tafers,CHE,1712,Schwarzseestrasse 12,Bgdi_Admin
1576,46.813778,7.215639,Tafers,CHE,1712,Schwarzseestrasse 12,Bgdi_Admin
1577,46.915972,7.105167,Courgevaux,CHE,1796,Chemin Fin du Mossard 45,Bgdi_Admin
1578,46.552386,7.368875,Zweisimmen,CHE,3770,Saanenstrasse 15,Bgdi_Admin
1579,47.553259,7.622693,Birsfelden,CHE,4127,Hauptstrasse 53,Bgdi_Admin
1580,47.553259,7.622693,Birsfelden,CHE,4127,Hauptstrasse 53,Bgdi_Admin
1581,46.800367,7.138313,Fribourg,CHE,1700,Route de Villars 135,Bgdi_Admin
1582,46.948885,7.427197,Bern,CHE,3010,Murtenstrasse 10,Bgdi_Admin
1583,46.948885,7.427197,Bern,CHE,3010,Murtenstrasse 10,Bgdi_Admin
1584,46.948885,7.427197,Bern,CHE,3010,Murtenstrasse 10,Bgdi_Admin
1585,46.948885,7.427197,Bern,CHE,3010,Murtenstrasse 10,Bgdi_Admin
1586,46.925827,6.632561,Val-de-Travers,CHE,2108,Grand'Rue 27,Bgdi_Admin
1587,46.280249,6.166271,Versoix,CHE,1290,Chemin Jean-Baptiste Vandelle 2,Bgdi_Admin
1588,46.280249,6.166271,Versoix,CHE,1290,Chemin Jean-Baptiste Vandelle 2,Bgdi_Admin
1589,46.280249,6.166271,Versoix,CHE,1290,Chemin Jean-Baptiste Vandelle 2,Bgdi_Admin
1590,46.280249,6.166271,Versoix,CHE,1290,Chemin Jean-Baptiste Vandelle 2,Bgdi_Admin
1591,46.280249,6.166271,Versoix,CHE,1290,Chemin Jean-Baptiste Vandelle 2,Bgdi_Admin
1592,46.280249,6.166271,Versoix,CHE,1290,Chemin Jean-Baptiste Vandelle 2,Bgdi_Admin
1593,46.284211,6.164412,Versoix,CHE,1290,Route de Sauverny 8,Bgdi_Admin
1594,46.284211,6.164412,Versoix,CHE,1290,Route de Sauverny 8,Bgdi_Admin
1595,46.284211,6.164412,Versoix,CHE,1290,Route de Sauverny 8,Bgdi_Admin
1596,46.26639,6.946904,Collombey-Muraz,CHE,1868,Chemin des Vergers 3,Bgdi_Admin
1597,46.22797,6.104145,Meyrin,CHE,1215,Route de Pré-bois 29,Bgdi_Admin
1598,46.22797,6.104145,Meyrin,CHE,1215,Route de Pré-bois 29,Bgdi_Admin
1599,46.22797,6.104145,Meyrin,CHE,1215,Route de Pré-bois 29,Bgdi_Admin
1600,46.22797,6.104145,Meyrin,CHE,1215,Route de Pré-bois 29,Bgdi_Admin
1601,46.22797,6.104145,Meyrin,CHE,1215,Route de Pré-bois 29,Bgdi_Admin
1602,46.22797,6.104145,Meyrin,CHE,1215,Route de Pré-bois 29,Bgdi_Admin
1603,46.22797,6.104145,Meyrin,CHE,1215,Route de Pré-bois 29,Bgdi_Admin
1604,46.22797,6.104145,Meyrin,CHE,1215,Route de Pré-bois 29,Bgdi_Admin
1605,46.22797,6.104145,Meyrin,CHE,1215,Route de Pré-bois 29,Bgdi_Admin
1606,46.22797,6.104145,Meyrin,CHE,1215,Route de Pré-bois 29,Bgdi_Admin
1607,46.174353,6.131175,Lancy,CHE,1212,Route de La-Chapelle 1,Bgdi_Admin
1608,46.174353,6.131175,Lancy,CHE,1212,Route de La-Chapelle 1,Bgdi_Admin
1609,46.779963,7.151606,Marly,CHE,1723,Route de Fribourg 13,Bgdi_Admin
1610,46.194021,6.031457,Aire-la-Ville,CHE,1288,Route de Verbois 40,Bgdi_Admin
1611,47.539539,7.574643,Binningen,CHE,4102,Curt Goetz-Strasse 18 (Kronenmatt-Parking),Bgdi_Admin
1612,47.539539,7.574643,Binningen,CHE,4102,Curt Goetz-Strasse 18 (Kronenmatt-Parking),Bgdi_Admin
1613,47.504289,7.518508,Biel-Benken,CHE,4105,Kirchgasse 9,Bgdi_Admin
1614,47.504289,7.518508,Biel-Benken,CHE,4105,Kirchgasse 9,Bgdi_Admin
1615,46.943407,7.396309,Bern,CHE,3018,MOVE - ewb Schwabstrasse 70,Bgdi_Admin
1616,46.943407,7.396309,Bern,CHE,3018,MOVE - ewb Schwabstrasse 70,Bgdi_Admin
1617,46.812218,7.13759,Givisiez,CHE,1762,Impasse de la Colline 4,Bgdi_Admin
1618,46.812218,7.13759,Givisiez,CHE,1762,Impasse de la Colline 4,Bgdi_Admin
1619,46.812218,7.13759,Givisiez,CHE,1762,Impasse de la Colline 4,Bgdi_Admin
1620,46.812218,7.13759,Givisiez,CHE,1762,Impasse de la Colline 4,Bgdi_Admin
1621,47.522654,7.572143,Bottmingen,CHE,4103,Schulstrasse,Bgdi_Admin
