,web-scraper-order,web-scraper-start-url,Preis,plz,jahr,ps-stand,Farbe,PLZ4,%_IN_GDE,KTKZ,GDENR,GDENAMK,Hist.-Nummer,Kanton,Bezirks-nummer,Bezirksname,BFS Gde-nummer,Gemeindename,Datum der Aufnahme
137,1669622809-326,https://www.autolina.ch/elektro-auto,33'033,8400,,122.0,weiss,8400.0,38.24,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
138,1669622809-327,https://www.autolina.ch/elektro-auto,69'300,3421,,204.0,weiss,3421.0,100.0,BE,415.0,Lyssach,15072.0,BE,245.0,Emmental,415,Lyssach,2010-01-01
139,1669622809-328,https://www.autolina.ch/elektro-auto,75'900,3421,,204.0,grau,3421.0,100.0,BE,415.0,Lyssach,15072.0,BE,245.0,Emmental,415,Lyssach,2010-01-01
140,1669622809-329,https://www.autolina.ch/elektro-auto,79'900,7075,2022.0,601.0,schwarz,7075.0,39.39,GR,3911.0,Churwalden,16053.0,GR,1848.0,Plessur,3911,Churwalden,2017-01-01
141,1669622809-330,https://www.autolina.ch/elektro-auto,61'900,7075,2022.0,269.0,weiss,7075.0,39.39,GR,3911.0,Churwalden,16053.0,GR,1848.0,Plessur,3911,Churwalden,2017-01-01
142,1669622809-331,https://www.autolina.ch/elektro-auto,60'204,6234,,77.0,weiss,6234.0,74.49,LU,1104.0,Triengen,15599.0,LU,314.0,Sursee,1104,Triengen,2013-01-01
143,1669622809-332,https://www.autolina.ch/elektro-auto,39'400,8500,,136.0,blau,8500.0,0.35,ZH,220.0,Hagenbuch,12001.0,ZH,110.0,Winterthur,220,Hagenbuch,1848-09-12
145,1669622809-334,https://www.autolina.ch/elektro-auto,56'900,4410,2022.0,204.0,schwarz,4410.0,0.51,BL,2823.0,Bubendorf,13768.0,BL,1303.0,Liestal,2823,Bubendorf,1994-01-01
146,1669622809-335,https://www.autolina.ch/elektro-auto,60'800,4410,2022.0,204.0,anthrazit,4410.0,0.51,BL,2823.0,Bubendorf,13768.0,BL,1303.0,Liestal,2823,Bubendorf,1994-01-01
147,1669622809-336,https://www.autolina.ch/elektro-auto,25'900,8051,2019.0,136.0,schwarz,8051.0,0.23,ZH,191.0,Dübendorf,12205.0,ZH,109.0,Uster,191,Dübendorf,1848-09-12
148,1669622809-337,https://www.autolina.ch/elektro-auto,67'390,4053,,204.0,weiss,4053.0,9.42,BS,2701.0,Basel,11693.0,BS,1200.0,Kt. Basel-Stadt,2701,Basel,1908-01-01
149,1669622809-338,https://www.autolina.ch/elektro-auto,23'900,8197,2020.0,136.0,silber,8197.0,0.08,ZH,55.0,Eglisau,12168.0,ZH,103.0,Bülach,55,Eglisau,1848-09-12
150,1669622809-339,https://www.autolina.ch/elektro-auto,59'990,4053,,204.0,anthrazit,4053.0,9.42,BS,2701.0,Basel,11693.0,BS,1200.0,Kt. Basel-Stadt,2701,Basel,1908-01-01
151,1669622809-340,https://www.autolina.ch/elektro-auto,60'710,9500,,204.0,weiss,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
152,1669622809-341,https://www.autolina.ch/elektro-auto,73'200,4900,,265.0,schwarz,4900.0,98.04,BE,329.0,Langenthal,16606.0,BE,244.0,Oberaargau,329,Langenthal,2021-01-01
153,1669622809-342,https://www.autolina.ch/elektro-auto,79'900,4900,,299.0,schwarz,4900.0,98.04,BE,329.0,Langenthal,16606.0,BE,244.0,Oberaargau,329,Langenthal,2021-01-01
154,1669622809-343,https://www.autolina.ch/elektro-auto,68'900,4900,,204.0,grau,4900.0,98.04,BE,329.0,Langenthal,16606.0,BE,244.0,Oberaargau,329,Langenthal,2021-01-01
155,1669622809-344,https://www.autolina.ch/elektro-auto,79'800,8307,,204.0,sonstiges,8307.0,0.03,ZH,199.0,Volketswil,10368.0,ZH,109.0,Uster,199,Volketswil,1848-09-12
156,1669622809-345,https://www.autolina.ch/elektro-auto,23'800,4900,2021.0,82.0,silber,4900.0,98.04,BE,329.0,Langenthal,16606.0,BE,244.0,Oberaargau,329,Langenthal,2021-01-01
157,1669622809-346,https://www.autolina.ch/elektro-auto,23'800,4900,2021.0,82.0,schwarz,4900.0,98.04,BE,329.0,Langenthal,16606.0,BE,244.0,Oberaargau,329,Langenthal,2021-01-01
158,1669622809-347,https://www.autolina.ch/elektro-auto,45'800,4900,2021.0,204.0,grau,4900.0,98.04,BE,329.0,Langenthal,16606.0,BE,244.0,Oberaargau,329,Langenthal,2021-01-01
159,1669622809-348,https://www.autolina.ch/elektro-auto,51'900,4900,2022.0,111.0,schwarz,4900.0,98.04,BE,329.0,Langenthal,16606.0,BE,244.0,Oberaargau,329,Langenthal,2021-01-01
160,1669622809-349,https://www.autolina.ch/elektro-auto,42'900,4208,2022.0,218.0,grau,4208.0,99.72,SO,2621.0,Nunningen,12546.0,SO,1110.0,Thierstein,2621,Nunningen,1848-09-12
161,1669622809-350,https://www.autolina.ch/elektro-auto,68'900,9542,,265.0,blau,9542.0,72.24,TG,4746.0,Münchwilen (TG),15407.0,TG,2014.0,Münchwilen,4746,Münchwilen (TG),2011-01-01
162,1669622809-351,https://www.autolina.ch/elektro-auto,68'770,3073,,408.0,grau,3073.0,0.02,BE,351.0,Bern,15029.0,BE,246.0,Bern-Mittelland,351,Bern,2010-01-01
163,1669622809-352,https://www.autolina.ch/elektro-auto,68'770,3073,,408.0,schwarz,3073.0,0.02,BE,351.0,Bern,15029.0,BE,246.0,Bern-Mittelland,351,Bern,2010-01-01
164,1669622809-353,https://www.autolina.ch/elektro-auto,21'789,5610,2020.0,116.0,silber,5610.0,0.54,AG,4080.0,Villmergen,15386.0,AG,1903.0,Bremgarten,4080,Villmergen,2010-01-01
165,1669622809-354,https://www.autolina.ch/elektro-auto,85'900,7000,2022.0,204.0,sonstiges,7000.0,100.0,GR,3901.0,Chur,16599.0,GR,1848.0,Plessur,3901,Chur,2021-01-01
166,1669622809-355,https://www.autolina.ch/elektro-auto,52'400,5621,2022.0,306.0,gold,5621.0,100.0,AG,4083.0,Zufikon,10322.0,AG,1903.0,Bremgarten,4083,Zufikon,1848-09-12
167,1669622809-356,https://www.autolina.ch/elektro-auto,74'900,5040,2018.0,525.0,grau,5040.0,100.0,AG,4144.0,Schöftland,13005.0,AG,1905.0,Kulm,4144,Schöftland,1848-09-12
168,1669622809-357,https://www.autolina.ch/elektro-auto,92'500,8302,2021.0,194.0,schwarz,8302.0,99.62,ZH,62.0,Kloten,12673.0,ZH,103.0,Bülach,62,Kloten,1848-09-12
169,1669622809-358,https://www.autolina.ch/elektro-auto,101'400,6208,2021.0,327.0,sonstiges,6208.0,89.33,LU,1095.0,Oberkirch,15569.0,LU,314.0,Sursee,1095,Oberkirch,2013-01-01
170,1669622809-359,https://www.autolina.ch/elektro-auto,51'890,9535,2020.0,513.0,schwarz,9535.0,0.72,TG,4751.0,Rickenbach (TG),15463.0,TG,2014.0,Münchwilen,4751,Rickenbach (TG),2011-01-01
171,1669622809-360,https://www.autolina.ch/elektro-auto,45'610,8580,,204.0,sonstiges,8580.0,0.51,SG,3202.0,Muolen,14379.0,SG,1721.0,St. Gallen,3202,Muolen,2003-01-01
172,1669622809-361,https://www.autolina.ch/elektro-auto,90'500,9100,2022.0,299.0,weiss,9100.0,96.56,AR,3001.0,Herisau,12304.0,AR,1501.0,Hinterland,3001,Herisau,1848-09-12
173,1669622809-362,https://www.autolina.ch/elektro-auto,63'990,8048,,204.0,sonstiges,8048.0,5.92,ZH,261.0,Zürich,13688.0,ZH,112.0,Zürich,261,Zürich,1990-01-01
174,1669622809-363,https://www.autolina.ch/elektro-auto,62'900,8048,,265.0,weiss,8048.0,5.92,ZH,261.0,Zürich,13688.0,ZH,112.0,Zürich,261,Zürich,1990-01-01
175,1669622809-364,https://www.autolina.ch/elektro-auto,45'800,2504,2021.0,204.0,grau,2504.0,29.47,BE,371.0,Biel/Bienne,15042.0,BE,242.0,Biel/Bienne,371,Biel/Bienne,2010-01-01
176,1669622809-365,https://www.autolina.ch/elektro-auto,56'888,8048,2022.0,170.0,weiss,8048.0,5.92,ZH,261.0,Zürich,13688.0,ZH,112.0,Zürich,261,Zürich,1990-01-01
177,1669622809-366,https://www.autolina.ch/elektro-auto,71'900,1219,2022.0,299.0,grau,1219.0,51.74,GE,6643.0,Vernier,10918.0,GE,2500.0,Cant. de Genève,6643,Vernier,1848-09-12
179,1669622809-368,https://www.autolina.ch/elektro-auto,76'500,7265,,292.0,schwarz,7265.0,8.24,GR,3851.0,Davos,16047.0,GR,1849.0,Prättigau / Davos,3851,Davos,2017-01-01
180,1669622809-369,https://www.autolina.ch/elektro-auto,57'900,7000,,170.0,sonstiges,7000.0,100.0,GR,3901.0,Chur,16599.0,GR,1848.0,Plessur,3901,Chur,2021-01-01
181,1669622809-370,https://www.autolina.ch/elektro-auto,57'900,7000,,170.0,sonstiges,7000.0,100.0,GR,3901.0,Chur,16599.0,GR,1848.0,Plessur,3901,Chur,2021-01-01
182,1669622809-371,https://www.autolina.ch/elektro-auto,57'600,7000,,170.0,sonstiges,7000.0,100.0,GR,3901.0,Chur,16599.0,GR,1848.0,Plessur,3901,Chur,2021-01-01
183,1669622809-372,https://www.autolina.ch/elektro-auto,54'900,7000,,170.0,schwarz,7000.0,100.0,GR,3901.0,Chur,16599.0,GR,1848.0,Plessur,3901,Chur,2021-01-01
184,1669622809-373,https://www.autolina.ch/elektro-auto,54'900,7000,,170.0,schwarz,7000.0,100.0,GR,3901.0,Chur,16599.0,GR,1848.0,Plessur,3901,Chur,2021-01-01
185,1669622809-374,https://www.autolina.ch/elektro-auto,54'900,7000,,170.0,schwarz,7000.0,100.0,GR,3901.0,Chur,16599.0,GR,1848.0,Plessur,3901,Chur,2021-01-01
186,1669622809-375,https://www.autolina.ch/elektro-auto,76'900,7000,2021.0,299.0,schwarz,7000.0,100.0,GR,3901.0,Chur,16599.0,GR,1848.0,Plessur,3901,Chur,2021-01-01
187,1669622809-376,https://www.autolina.ch/elektro-auto,50'700,6064,,231.0,grau,6064.0,77.54,OW,1404.0,Kerns,12688.0,OW,600.0,Kt. Obwalden,1404,Kerns,1848-09-12
188,1669622809-377,https://www.autolina.ch/elektro-auto,68'950,3714,,204.0,schwarz,3714.0,72.85,BE,563.0,Frutigen,15139.0,BE,249.0,Frutigen-Niedersimmental,563,Frutigen,2010-01-01
189,1669622809-378,https://www.autolina.ch/elektro-auto,34'850,6331,2022.0,118.0,grau,6331.0,0.33,ZG,1702.0,Cham,11397.0,ZG,900.0,Kt. Zug,1702,Cham,1848-09-12
190,1669622809-379,https://www.autolina.ch/elektro-auto,104'000,8600,2022.0,408.0,schwarz,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
191,1669622809-380,https://www.autolina.ch/elektro-auto,61'650,9014,2022.0,408.0,grau,9014.0,0.58,AR,3005.0,Stein (AR),10583.0,AR,1501.0,Hinterland,3005,Stein (AR),1848-09-12
192,1669622809-381,https://www.autolina.ch/elektro-auto,62'330,9014,2022.0,408.0,silber,9014.0,0.58,AR,3005.0,Stein (AR),10583.0,AR,1501.0,Hinterland,3005,Stein (AR),1848-09-12
193,1669622809-382,https://www.autolina.ch/elektro-auto,42'900,6900,2022.0,204.0,weiss,6900.0,19.51,TI,5192.0,Lugano,15628.0,TI,2105.0,Lugano,5192,Lugano,2013-04-14
194,1669622809-383,https://www.autolina.ch/elektro-auto,95'700,8304,,408.0,grau,8304.0,100.0,ZH,69.0,Wallisellen,10451.0,ZH,103.0,Bülach,69,Wallisellen,1916-01-01
195,1669622809-384,https://www.autolina.ch/elektro-auto,38'570,1121,2022.0,136.0,grün,1121.0,100.0,VD,5622.0,Bremblens,14770.0,VD,2227.0,Morges,5622,Bremblens,2006-09-01
196,1669622809-385,https://www.autolina.ch/elektro-auto,39'154,1700,,136.0,grau,1700.0,94.67,FR,2196.0,Fribourg,11954.0,FR,1004.0,La Sarine,2196,Fribourg,1848-09-12
197,1669622809-386,https://www.autolina.ch/elektro-auto,69'628,1700,,136.0,schwarz,1700.0,94.67,FR,2196.0,Fribourg,11954.0,FR,1004.0,La Sarine,2196,Fribourg,1848-09-12
198,1669622809-387,https://www.autolina.ch/elektro-auto,79'900,3627,,601.0,blau,3627.0,88.55,BE,928.0,Heimberg,15326.0,BE,247.0,Thun,928,Heimberg,2010-01-01
199,1669622809-388,https://www.autolina.ch/elektro-auto,72'990,3627,,371.0,rot,3627.0,88.55,BE,928.0,Heimberg,15326.0,BE,247.0,Thun,928,Heimberg,2010-01-01
200,1669622809-389,https://www.autolina.ch/elektro-auto,60'400,3627,,269.0,blau,3627.0,88.55,BE,928.0,Heimberg,15326.0,BE,247.0,Thun,928,Heimberg,2010-01-01
201,1669622809-390,https://www.autolina.ch/elektro-auto,71'900,3627,,371.0,schwarz,3627.0,88.55,BE,928.0,Heimberg,15326.0,BE,247.0,Thun,928,Heimberg,2010-01-01
202,1669622809-391,https://www.autolina.ch/elektro-auto,59'900,3627,2022.0,269.0,weiss,3627.0,88.55,BE,928.0,Heimberg,15326.0,BE,247.0,Thun,928,Heimberg,2010-01-01
203,1669622809-392,https://www.autolina.ch/elektro-auto,63'900,3627,2021.0,371.0,weiss,3627.0,88.55,BE,928.0,Heimberg,15326.0,BE,247.0,Thun,928,Heimberg,2010-01-01
204,1669622809-393,https://www.autolina.ch/elektro-auto,68'950,3714,,265.0,weiss,3714.0,72.85,BE,563.0,Frutigen,15139.0,BE,249.0,Frutigen-Niedersimmental,563,Frutigen,2010-01-01
205,1669622809-394,https://www.autolina.ch/elektro-auto,39'820,4663,,136.0,rot,4663.0,0.23,SO,2581.0,Olten,12486.0,SO,1108.0,Olten,2581,Olten,1848-09-12
206,1669622809-395,https://www.autolina.ch/elektro-auto,98'500,8623,,408.0,grau,8623.0,32.41,ZH,121.0,Wetzikon (ZH),10277.0,ZH,105.0,Hinwil,121,Wetzikon (ZH),1848-09-12
207,1669622809-396,https://www.autolina.ch/elektro-auto,32'500,4614,2019.0,184.0,beige,4614.0,0.85,SO,2578.0,Gunzgen,11936.0,SO,1108.0,Olten,2578,Gunzgen,1848-09-12
208,1669622809-397,https://www.autolina.ch/elektro-auto,59'900,5432,2021.0,299.0,weiss,5432.0,100.0,AG,4034.0,Neuenhof,12514.0,AG,1902.0,Baden,4034,Neuenhof,1848-09-12
209,1669622809-398,https://www.autolina.ch/elektro-auto,193'000,3930,,658.0,grau,3930.0,0.17,VS,6199.0,Raron,13162.0,VS,2309.0,Raron,6199,Raron,1848-09-12
211,1669622809-400,https://www.autolina.ch/elektro-auto,34'450,5400,,136.0,sonstiges,5400.0,67.01,AG,4021.0,Baden,13189.0,AG,1902.0,Baden,4021,Baden,1962-01-01
212,1669622809-401,https://www.autolina.ch/elektro-auto,54'900,5610,2022.0,288.0,silber,5610.0,0.54,AG,4080.0,Villmergen,15386.0,AG,1903.0,Bremgarten,4080,Villmergen,2010-01-01
213,1669622809-402,https://www.autolina.ch/elektro-auto,66'935,8472,,,,8472.0,100.0,ZH,227.0,Seuzach,12977.0,ZH,110.0,Winterthur,227,Seuzach,1848-09-12
214,1669622809-403,https://www.autolina.ch/elektro-auto,62'900,6403,,265.0,schwarz,6403.0,64.27,SZ,1331.0,Küssnacht (SZ),14470.0,SZ,504.0,Küssnacht (SZ),1331,Küssnacht (SZ),2004-01-01
215,1669622809-404,https://www.autolina.ch/elektro-auto,79'879,3604,2022.0,299.0,silber,3604.0,28.07,BE,942.0,Thun,15339.0,BE,247.0,Thun,942,Thun,2010-01-01
216,1669622809-405,https://www.autolina.ch/elektro-auto,56'272,3604,,170.0,sonstiges,3604.0,28.07,BE,942.0,Thun,15339.0,BE,247.0,Thun,942,Thun,2010-01-01
217,1669622809-406,https://www.autolina.ch/elektro-auto,57'709,3604,,170.0,weiss,3604.0,28.07,BE,942.0,Thun,15339.0,BE,247.0,Thun,942,Thun,2010-01-01
219,1669622809-408,https://www.autolina.ch/elektro-auto,42'300,8404,,204.0,weiss,8404.0,17.4,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
221,1669622809-410,https://www.autolina.ch/elektro-auto,66'190,8708,,204.0,blau,8708.0,100.0,ZH,155.0,Männedorf,12754.0,ZH,107.0,Meilen,155,Männedorf,1848-09-12
222,1669622809-411,https://www.autolina.ch/elektro-auto,39'999,4528,2020.0,204.0,weiss,4528.0,1.3,SO,2513.0,Biberist,13722.0,SO,1106.0,Wasseramt,2513,Biberist,1991-01-01
223,1669622809-412,https://www.autolina.ch/elektro-auto,38'900,6926,2021.0,184.0,schwarz,6926.0,55.42,TI,5236.0,Collina d'Oro,15512.0,TI,2105.0,Lugano,5236,Collina d'Oro,2012-04-01
224,1669622809-413,https://www.autolina.ch/elektro-auto,42'800,4600,2022.0,204.0,weiss,4600.0,0.07,SO,2500.0,Trimbach,10894.0,SO,1105.0,Gösgen,2500,Trimbach,1848-09-12
225,1669622809-414,https://www.autolina.ch/elektro-auto,48'200,6932,2022.0,231.0,grau,6932.0,7.86,TI,5192.0,Lugano,15628.0,TI,2105.0,Lugano,5192,Lugano,2013-04-14
226,1669622809-415,https://www.autolina.ch/elektro-auto,162'980,6010,2022.0,598.0,schwarz,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
227,1669622809-416,https://www.autolina.ch/elektro-auto,83'790,8600,2022.0,204.0,schwarz,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
228,1669622809-417,https://www.autolina.ch/elektro-auto,48'050,5033,,218.0,grau,5033.0,100.0,AG,4003.0,Buchs (AG),11454.0,AG,1901.0,Aarau,4003,Buchs (AG),1848-09-12
229,1669622809-418,https://www.autolina.ch/elektro-auto,39'900,6208,2022.0,204.0,grau,6208.0,89.33,LU,1095.0,Oberkirch,15569.0,LU,314.0,Sursee,1095,Oberkirch,2013-01-01
230,1669622809-419,https://www.autolina.ch/elektro-auto,67'490,4053,2021.0,299.0,schwarz,4053.0,9.42,BS,2701.0,Basel,11693.0,BS,1200.0,Kt. Basel-Stadt,2701,Basel,1908-01-01
231,1669622809-420,https://www.autolina.ch/elektro-auto,63'990,4053,2022.0,204.0,weiss,4053.0,9.42,BS,2701.0,Basel,11693.0,BS,1200.0,Kt. Basel-Stadt,2701,Basel,1908-01-01
232,1669622809-421,https://www.autolina.ch/elektro-auto,124'400,8634,,476.0,grau,8634.0,86.14,ZH,153.0,Hombrechtikon,12143.0,ZH,107.0,Meilen,153,Hombrechtikon,1848-09-12
233,1669622809-422,https://www.autolina.ch/elektro-auto,62'900,1163,2022.0,265.0,schwarz,1163.0,100.0,VD,5636.0,Etoy,14703.0,VD,2227.0,Morges,5636,Etoy,2006-09-01
234,1669622809-423,https://www.autolina.ch/elektro-auto,67'900,8302,,299.0,sonstiges,8302.0,99.62,ZH,62.0,Kloten,12673.0,ZH,103.0,Bülach,62,Kloten,1848-09-12
235,1669622809-424,https://www.autolina.ch/elektro-auto,48'500,1163,2021.0,180.0,schwarz,1163.0,100.0,VD,5636.0,Etoy,14703.0,VD,2227.0,Morges,5636,Etoy,2006-09-01
236,1669622809-425,https://www.autolina.ch/elektro-auto,28'900,8451,2020.0,136.0,weiss,8451.0,59.3,ZH,33.0,Kleinandelfingen,12699.0,ZH,102.0,Andelfingen,33,Kleinandelfingen,1848-09-12
237,1669622809-426,https://www.autolina.ch/elektro-auto,36'850,3293,2022.0,136.0,grau,3293.0,99.75,BE,386.0,Dotzigen,15049.0,BE,243.0,Seeland,386,Dotzigen,2010-01-01
238,1669622809-427,https://www.autolina.ch/elektro-auto,49'900,3280,2022.0,180.0,weiss,3280.0,10.48,FR,2250.0,Courgevaux,11534.0,FR,1005.0,See / Lac,2250,Courgevaux,1848-09-12
239,1669622809-428,https://www.autolina.ch/elektro-auto,44'950,7000,,136.0,rot,7000.0,100.0,GR,3901.0,Chur,16599.0,GR,1848.0,Plessur,3901,Chur,2021-01-01
240,1669622809-429,https://www.autolina.ch/elektro-auto,34'340,9403,,136.0,weiss,9403.0,99.83,SG,3213.0,Goldach,14384.0,SG,1722.0,Rorschach,3213,Goldach,2003-01-01
241,1669622809-430,https://www.autolina.ch/elektro-auto,56'650,3280,,180.0,anthrazit,3280.0,10.48,FR,2250.0,Courgevaux,11534.0,FR,1005.0,See / Lac,2250,Courgevaux,1848-09-12
242,1669622809-431,https://www.autolina.ch/elektro-auto,56'650,3280,,180.0,weiss,3280.0,10.48,FR,2250.0,Courgevaux,11534.0,FR,1005.0,See / Lac,2250,Courgevaux,1848-09-12
243,1669622809-432,https://www.autolina.ch/elektro-auto,40'666,8404,,122.0,rot,8404.0,17.4,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
244,1669622809-433,https://www.autolina.ch/elektro-auto,70'100,6423,,325.0,schwarz,6423.0,0.46,SZ,1364.0,Ingenbohl,12657.0,SZ,506.0,Schwyz,1364,Ingenbohl,1848-09-12
246,1669622809-435,https://www.autolina.ch/elektro-auto,41'120,9016,,136.0,weiss,9016.0,10.18,SG,3203.0,St. Gallen,14380.0,SG,1721.0,St. Gallen,3203,St. Gallen,2003-01-01
247,1669622809-436,https://www.autolina.ch/elektro-auto,179'500,9050,,598.0,sonstiges,9050.0,99.38,AI,3101.0,Appenzell,14097.0,AI,1600.0,Kt. Appenzell i.Rh.,3101,Appenzell,1997-01-01
248,1669622809-437,https://www.autolina.ch/elektro-auto,45'950,6035,2022.0,204.0,weiss,6035.0,9.6,LU,1052.0,Buchrain,15532.0,LU,312.0,Luzern-Land,1052,Buchrain,2013-01-01
249,1669622809-438,https://www.autolina.ch/elektro-auto,57'790,8280,,204.0,sonstiges,8280.0,0.13,TG,4643.0,Bottighofen,15425.0,TG,2013.0,Kreuzlingen,4643,Bottighofen,2011-01-01
250,1669622809-439,https://www.autolina.ch/elektro-auto,80'999,4132,,204.0,sonstiges,4132.0,89.61,BL,2770.0,Muttenz,13833.0,BL,1301.0,Arlesheim,2770,Muttenz,1994-01-01
251,1669622809-440,https://www.autolina.ch/elektro-auto,80'999,4132,,204.0,sonstiges,4132.0,89.61,BL,2770.0,Muttenz,13833.0,BL,1301.0,Arlesheim,2770,Muttenz,1994-01-01
252,1669622809-441,https://www.autolina.ch/elektro-auto,40'900,8488,,122.0,weiss,8488.0,0.51,ZH,182.0,Wildberg,10334.0,ZH,108.0,Pfäffikon,182,Wildberg,1848-09-12
253,1669622809-442,https://www.autolina.ch/elektro-auto,51'900,6340,2021.0,204.0,weiss,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
254,1669622809-443,https://www.autolina.ch/elektro-auto,59'888,8048,2020.0,313.0,schwarz,8048.0,5.92,ZH,261.0,Zürich,13688.0,ZH,112.0,Zürich,261,Zürich,1990-01-01
255,1669622809-444,https://www.autolina.ch/elektro-auto,34'500,5013,,136.0,weiss,5013.0,100.0,SO,2495.0,Niedergösgen,12559.0,SO,1105.0,Gösgen,2495,Niedergösgen,1848-09-12
256,1669622809-445,https://www.autolina.ch/elektro-auto,56'300,5013,,228.0,grau,5013.0,100.0,SO,2495.0,Niedergösgen,12559.0,SO,1105.0,Gösgen,2495,Niedergösgen,1848-09-12
257,1669622809-446,https://www.autolina.ch/elektro-auto,58'500,5013,,136.0,weiss,5013.0,100.0,SO,2495.0,Niedergösgen,12559.0,SO,1105.0,Gösgen,2495,Niedergösgen,1848-09-12
258,1669622809-447,https://www.autolina.ch/elektro-auto,49'950,5013,2022.0,204.0,silber,5013.0,100.0,SO,2495.0,Niedergösgen,12559.0,SO,1105.0,Gösgen,2495,Niedergösgen,1848-09-12
259,1669622809-448,https://www.autolina.ch/elektro-auto,42'500,5013,2020.0,204.0,grau,5013.0,100.0,SO,2495.0,Niedergösgen,12559.0,SO,1105.0,Gösgen,2495,Niedergösgen,1848-09-12
260,1669622809-449,https://www.autolina.ch/elektro-auto,70'800,5013,,325.0,silber,5013.0,100.0,SO,2495.0,Niedergösgen,12559.0,SO,1105.0,Gösgen,2495,Niedergösgen,1848-09-12
261,1669622809-450,https://www.autolina.ch/elektro-auto,60'750,5013,,228.0,grau,5013.0,100.0,SO,2495.0,Niedergösgen,12559.0,SO,1105.0,Gösgen,2495,Niedergösgen,1848-09-12
262,1669622809-451,https://www.autolina.ch/elektro-auto,36'900,5013,,136.0,weiss,5013.0,100.0,SO,2495.0,Niedergösgen,12559.0,SO,1105.0,Gösgen,2495,Niedergösgen,1848-09-12
263,1669622809-452,https://www.autolina.ch/elektro-auto,64'850,5013,,306.0,schwarz,5013.0,100.0,SO,2495.0,Niedergösgen,12559.0,SO,1105.0,Gösgen,2495,Niedergösgen,1848-09-12
264,1669622809-453,https://www.autolina.ch/elektro-auto,56'350,5013,2021.0,217.0,schwarz,5013.0,100.0,SO,2495.0,Niedergösgen,12559.0,SO,1105.0,Gösgen,2495,Niedergösgen,1848-09-12
265,1669622809-454,https://www.autolina.ch/elektro-auto,56'350,5013,2021.0,217.0,schwarz,5013.0,100.0,SO,2495.0,Niedergösgen,12559.0,SO,1105.0,Gösgen,2495,Niedergösgen,1848-09-12
266,1669622809-455,https://www.autolina.ch/elektro-auto,49'900,5013,2021.0,204.0,blau,5013.0,100.0,SO,2495.0,Niedergösgen,12559.0,SO,1105.0,Gösgen,2495,Niedergösgen,1848-09-12
267,1669622809-456,https://www.autolina.ch/elektro-auto,35'800,5013,2021.0,136.0,orange,5013.0,100.0,SO,2495.0,Niedergösgen,12559.0,SO,1105.0,Gösgen,2495,Niedergösgen,1848-09-12
268,1669622809-457,https://www.autolina.ch/elektro-auto,31'300,5013,2019.0,136.0,weiss,5013.0,100.0,SO,2495.0,Niedergösgen,12559.0,SO,1105.0,Gösgen,2495,Niedergösgen,1848-09-12
269,1669622809-458,https://www.autolina.ch/elektro-auto,35'890,8274,,118.0,grau,8274.0,100.0,TG,4651.0,Gottlieben,15401.0,TG,2013.0,Kreuzlingen,4651,Gottlieben,2011-01-01
270,1669622809-459,https://www.autolina.ch/elektro-auto,30'990,8274,,118.0,weiss,8274.0,100.0,TG,4651.0,Gottlieben,15401.0,TG,2013.0,Kreuzlingen,4651,Gottlieben,2011-01-01
271,1669622809-460,https://www.autolina.ch/elektro-auto,35'890,8274,,118.0,schwarz,8274.0,100.0,TG,4651.0,Gottlieben,15401.0,TG,2013.0,Kreuzlingen,4651,Gottlieben,2011-01-01
272,1669622809-461,https://www.autolina.ch/elektro-auto,38'900,9100,2021.0,204.0,weiss,9100.0,96.56,AR,3001.0,Herisau,12304.0,AR,1501.0,Hinterland,3001,Herisau,1848-09-12
273,1669622809-462,https://www.autolina.ch/elektro-auto,68'590,8547,,,,8547.0,32.68,TG,4571.0,Gachnang,15457.0,TG,2012.0,Frauenfeld,4571,Gachnang,2011-01-01
275,1669622809-464,https://www.autolina.ch/elektro-auto,60'900,2016,,204.0,weiss,2016.0,99.8,NE,6408.0,Cortaillod,16091.0,NE,2400.0,Cant. de Neuchâtel,6408,Cortaillod,2018-01-01
276,1669622809-465,https://www.autolina.ch/elektro-auto,66'800,2016,,204.0,grau,2016.0,99.8,NE,6408.0,Cortaillod,16091.0,NE,2400.0,Cant. de Neuchâtel,6408,Cortaillod,2018-01-01
